,Text,Emotion
1603,i feel like i have to make the suffering i m seeing mean something,sadness
1604,i feel low energy i m just thirsty,sadness
1605,i didnt really feel that embarrassed,sadness
1606,i feel pretty pathetic most of the time,sadness
1607,i started feeling sentimental about dolls i had as a child and so began a collection of vintage barbie dolls from the sixties,sadness
1608,i still love my so and wish the best for him i can no longer tolerate the effect that bm has on our lives and the fact that is has turned my so into a bitter angry person who is not always particularly kind to the people around him when he is feeling stressed,sadness
1609,i feel so inhibited in someone elses kitchen like im painting on someone elses picture,sadness
1610,i become overwhelmed and feel defeated,sadness
1611,i was feeling so discouraged we are already robbing peter to pay paul to get our cow this year but we cant afford to not get the cow this way,sadness
1612,i was feeling listless from the need of new things something different,sadness
1613,i found myself feeling a little discouraged that morning,sadness
1614,i feel you know basically like a fake in the realm of science fiction,sadness
1615,i hate living under my dads roof because it gives him an excuse to be an asshole to me because hes providing for me to live here i think he feels that he needs to make me feel as unwelcome as possible so ill leave,sadness
1616,i have been on a roller coaster of emotions over these supposed feelings that something unpleasant was coming,sadness
1617,i am feeling miserable but c i am also the proudest mum on earth,sadness
1618,i figure my family loves us no matter what but around anyone else i feel embarrassed when michelle goes ballistic,sadness
1619,i can feel my ovaries aching talking to me as i like to put it,sadness
1620,i didn t feel like doing much chris and i mostly just took too many pictures of unimportant stuff,sadness
